,customer,arrival time,serving time,departure time,time in queue,time in system,time in server
0,1,1.978178121104259,1.978178121104259,2.654427817218686,0.0,0.6762496961144271,0.6762496961144271
1,2,4.43953681842848,4.43953681842848,5.596107172495957,0.0,1.156570354067477,1.156570354067477
2,3,8.653238730575708,8.653238730575708,9.714373094744884,0.0,1.0611343641691757,1.0611343641691757
3,4,10.314075308287386,10.314075308287386,13.21956084799581,0.0,2.9054855397084243,2.9054855397084243
4,5,119.49454636403682,119.49454636403682,119.67082662918219,0.0,0.17628026514536543,0.17628026514536543
5,6,124.2581762852939,124.2581762852939,124.97946457523692,0.0,0.7212882899430184,0.7212882899430184
6,7,125.34040519138227,125.34040519138227,126.44686758646428,0.0,1.106462395082005,1.106462395082005
7,8,125.62793379227008,126.44686758646428,129.50451658288307,0.8189337941941943,3.8765827906129857,3.0576489964187914
8,9,129.48766475796972,129.50451658288307,130.5384931942447,0.01685182491334558,1.0508284362749691,1.0339766113616236
9,10,133.5574699369942,133.5574699369942,135.28815968627532,0.0,1.7306897492811117,1.7306897492811117
10,11,134.0303488193379,135.28815968627532,135.44906295823924,1.257810866937433,1.4187141389013505,0.1609032719639174
11,12,135.48960066510784,135.48960066510784,136.2330685231837,0.0,0.74346785807586,0.74346785807586
12,13,144.39417161792653,144.39417161792653,148.90753269525,0.0,4.513361077323481,4.513361077323481
13,14,146.70829900288487,148.90753269525,148.96332707308582,2.1992336923651408,2.25502807020095,0.05579437783580943
14,15,149.41105706294985,149.41105706294985,149.86460281159327,0.0,0.4535457486434211,0.4535457486434211
15,16,231.73348775044525,231.73348775044525,234.0277277158506,0.0,2.294239965405353,2.294239965405353
16,17,233.15682203076722,234.0277277158506,236.18930341853815,0.8709056850833861,3.032481387770929,2.161575702687543
17,18,237.03308539785186,237.03308539785186,237.44514082954657,0.0,0.4120554316947107,0.4120554316947107
18,19,237.25500931890798,237.44514082954657,238.9426161521907,0.19013151063859368,1.6876068332827288,1.497475322644135
19,20,241.59509739813655,241.59509739813655,242.79991653803276,0.0,1.204819139896216,1.204819139896216
20,21,244.48040567153853,244.48040567153853,245.9271691709649,0.0,1.4467634994263676,1.4467634994263676
21,22,244.7482831757562,245.9271691709649,246.2373017236664,1.1788859952087023,1.4890185479102058,0.3101325527015035
22,23,249.00499734965985,249.00499734965985,249.427972215035,0.0,0.42297486537515283,0.42297486537515283
23,24,253.0442315471093,253.0442315471093,253.2873058686375,0.0,0.24307432152821207,0.24307432152821207
24,25,254.82654585159426,254.82654585159426,256.6224816075477,0.0,1.7959357559534226,1.7959357559534226
25,26,312.45521770370283,312.45521770370283,314.76998750855745,0.0,2.3147698048546204,2.3147698048546204
26,27,317.7784024511629,317.7784024511629,320.0376968799184,0.0,2.2592944287555383,2.2592944287555383
27,28,319.37967134759367,320.0376968799184,320.1479535143547,0.658025532324757,0.7682821667610256,0.11025663443626854
28,29,321.09234111527854,321.09234111527854,322.46110947835075,0.0,1.3687683630722063,1.3687683630722063
29,30,323.4400121217599,323.4400121217599,326.5426547440861,0.0,3.1026426223262433,3.1026426223262433
30,31,325.8798905833725,326.5426547440861,329.43794670964525,0.662764160713607,3.5580561262727315,2.8952919655591245
31,32,328.4181470984995,329.43794670964525,329.83550116426835,1.0197996111457428,1.4173540657688477,0.3975544546231049
32,33,331.8251710016802,331.8251710016802,333.7541920961168,0.0,1.9290210944366208,1.9290210944366208
33,34,334.8099815359321,334.8099815359321,336.73519167339197,0.0,1.9252101374598851,1.9252101374598851
34,35,335.1329667516713,336.73519167339197,336.85154586714214,1.6022249217206763,1.7185791154708454,0.11635419375016909
35,36,340.5286540921302,340.5286540921302,341.5457920847069,0.0,1.0171379925766928,1.0171379925766928
36,37,345.00531666862366,345.00531666862366,346.2393761885146,0.0,1.234059519890934,1.234059519890934
37,38,346.3485331893299,346.3485331893299,348.3111719549009,0.0,1.9626387655710005,1.9626387655710005
38,39,348.53856605378917,348.53856605378917,348.92657787444216,0.0,0.38801182065299145,0.38801182065299145
39,40,387.45624284088365,387.45624284088365,388.17790575325336,0.0,0.7216629123697089,0.7216629123697089
40,41,388.3725039622143,388.3725039622143,388.62908322112145,0.0,0.25657925890715205,0.25657925890715205
41,42,399.25634358225284,399.25634358225284,399.8737130696909,0.0,0.6173694874380544,0.6173694874380544
42,43,409.11388437105904,409.11388437105904,409.34364694254305,0.0,0.22976257148400236,0.22976257148400236
43,44,409.66569041725404,409.66569041725404,411.46069917890253,0.0,1.7950087616484893,1.7950087616484893
44,45,415.14566590006814,415.14566590006814,415.169885229233,0.0,0.024219329164850478,0.024219329164850478
45,46,419.32844425668753,419.32844425668753,420.7615360371861,0.0,1.4330917804985575,1.4330917804985575
46,47,427.0970197220767,427.0970197220767,427.53012677315144,0.0,0.43310705107472813,0.43310705107472813
47,48,430.0010872935576,430.0010872935576,433.37256683069324,0.0,3.371479537135656,3.371479537135656
48,49,431.5142594922865,433.37256683069324,435.37597235665,1.8583073384067461,3.861712864363483,2.0034055259567367
49,50,434.35037364040437,435.37597235665,438.18895273842793,1.0255987162456108,3.8385790980235583,2.8129803817779475
50,51,438.9070681311931,438.9070681311931,439.5188336155216,0.0,0.6117654843284868,0.6117654843284868
51,52,440.33231268813034,440.33231268813034,443.0286707342822,0.0,2.696358046151829,2.696358046151829
52,53,456.3632339554828,456.3632339554828,456.60272769702965,0.0,0.23949374154682346,0.23949374154682346
53,54,457.73682394286527,457.73682394286527,459.0991818922013,0.0,1.3623579493360012,1.3623579493360012
54,55,460.81558390014646,460.81558390014646,462.18348625764264,0.0,1.3679023574961775,1.3679023574961775
55,56,461.138620075768,462.18348625764264,463.49128033928594,1.0448661818746245,2.352660263517919,1.3077940816432942
56,57,465.3112328731906,465.3112328731906,465.3879441968344,0.0,0.07671132364379218,0.07671132364379218
57,58,466.8601082443322,466.8601082443322,467.1364306357398,0.0,0.27632239140763204,0.27632239140763204
58,59,467.3542418783504,467.3542418783504,469.69846554303035,0.0,2.34422366467993,2.34422366467993
59,60,468.0693268803078,469.69846554303035,469.91541758212145,1.6291386627225393,1.8460907018136368,0.2169520390910975
60,61,469.79755390055215,469.91541758212145,470.8889620199746,0.11786368156930394,1.0914081194224536,0.9735444378531497
61,62,471.21771177538574,471.21771177538574,471.9096161410715,0.0,0.6919043656857866,0.6919043656857866
62,63,483.32894320626536,483.32894320626536,485.2373503953182,0.0,1.9084071890528094,1.9084071890528094
63,64,503.11124609320893,503.11124609320893,503.7827156533211,0.0,0.6714695601121434,0.6714695601121434
64,65,503.43009109614053,503.7827156533211,504.5236749748816,0.3526245571805475,1.0935838787410717,0.7409593215605241
65,66,504.5816299198437,504.5816299198437,506.23096572226194,0.0,1.6493358024182498,1.6493358024182498
66,67,505.37509833203455,506.23096572226194,507.0168623535386,0.8558673902273881,1.6417640215040592,0.7858966312766711
67,68,507.2655156687,507.2655156687,507.3581315700081,0.0,0.09261590130807917,0.09261590130807917
68,69,509.1987837070496,509.1987837070496,509.4177714180366,0.0,0.218987710986994,0.218987710986994
69,70,511.7964158851217,511.7964158851217,512.3893485933472,0.0,0.5929327082255327,0.5929327082255327
70,71,512.8749648556989,512.8749648556989,513.5840564897027,0.0,0.709091634003812,0.709091634003812
71,72,514.7247243295591,514.7247243295591,515.7940286592309,0.0,1.0693043296718088,1.0693043296718088
72,73,515.9674140442303,515.9674140442303,517.6225737480792,0.0,1.6551597038488808,1.6551597038488808
73,74,517.5797861186455,517.6225737480792,520.2292816484598,0.0427876294336329,2.649495529814317,2.606707900380684
74,75,519.6439516770691,520.2292816484598,521.83908524661,0.5853299713907063,2.1951335695408716,1.6098035981501653
75,76,528.9056196281059,528.9056196281059,529.2251963686869,0.0,0.319576740580942,0.319576740580942
76,77,530.6494858723098,530.6494858723098,530.7772966816599,0.0,0.1278108093500805,0.1278108093500805
77,78,538.2786374236141,538.2786374236141,540.3818341073272,0.0,2.103196683713122,2.103196683713122
78,79,541.0063528387718,541.0063528387718,541.1690543663743,0.0,0.16270152760250767,0.16270152760250767
79,80,543.0037535393378,543.0037535393378,543.0708209091666,0.0,0.06706736982880557,0.06706736982880557
80,81,549.0879082846715,549.0879082846715,553.3882209033495,0.0,4.300312618678049,4.300312618678049
81,82,549.6122153907374,553.3882209033495,554.6444500307449,3.7760055126120733,5.032234640007459,1.256229127395386
82,83,566.5619761266433,566.5619761266433,567.833435102504,0.0,1.2714589758606962,1.2714589758606962
83,84,569.5704328937205,569.5704328937205,572.7755007964828,0.0,3.2050679027622664,3.2050679027622664
84,85,575.4758377591058,575.4758377591058,576.4452949776093,0.0,0.9694572185034076,0.9694572185034076
85,86,584.5418723808748,584.5418723808748,586.8607860842624,0.0,2.3189137033875795,2.3189137033875795
86,87,598.6244190370529,598.6244190370529,599.9239379216278,0.0,1.2995188845749226,1.2995188845749226
87,88,600.6475584873925,600.6475584873925,601.8931649084597,0.0,1.245606421067123,1.245606421067123
88,89,602.9148173363862,602.9148173363862,604.6674137742576,0.0,1.7525964378713752,1.7525964378713752
89,90,607.2760666374267,607.2760666374267,609.6873227102446,0.0,2.4112560728179915,2.4112560728179915
90,91,609.577669569043,609.6873227102446,609.920790709529,0.10965314120164749,0.34312114048600506,0.23346799928435757
91,92,610.7344457323692,610.7344457323692,612.0189881823642,0.0,1.2845424499950013,1.2845424499950013
92,93,616.2767930823202,616.2767930823202,616.4465697940418,0.0,0.16977671172162445,0.16977671172162445
93,94,624.796222191179,624.796222191179,624.8584332601574,0.0,0.06221106897839945,0.06221106897839945
94,95,626.011724518102,626.011724518102,627.0581712963412,0.0,1.0464467782392148,1.0464467782392148
95,96,627.4311964885351,627.4311964885351,629.3578209121832,0.0,1.9266244236481498,1.9266244236481498
96,97,630.1613542974527,630.1613542974527,631.0148376620741,0.0,0.8534833646214111,0.8534833646214111
97,98,634.2225477727742,634.2225477727742,634.6403384006528,0.0,0.41779062787861676,0.41779062787861676
98,99,635.6787830939388,635.6787830939388,637.1013782402738,0.0,1.4225951463349702,1.4225951463349702
99,100,641.9402819037255,641.9402819037255,643.6822451583752,0.0,1.7419632546497041,1.7419632546497041
100,101,648.2096171903812,648.2096171903812,649.8774149116739,0.0,1.6677977212926862,1.6677977212926862
